location,date,vaccine,total_vaccinations
Chile,2020-12-29,Pfizer/BioNTech,8657
Chile,2020-12-30,Pfizer/BioNTech,8657
Chile,2020-12-31,Pfizer/BioNTech,8657
Chile,2021-01-01,Pfizer/BioNTech,8657
Chile,2021-01-02,Pfizer/BioNTech,8657
Chile,2021-01-03,Pfizer/BioNTech,8657
Chile,2021-01-04,Pfizer/BioNTech,9062
Chile,2021-01-05,Pfizer/BioNTech,10505
Chile,2021-01-06,Pfizer/BioNTech,10710
Chile,2021-01-07,Pfizer/BioNTech,10710
Chile,2021-01-08,Pfizer/BioNTech,10711
Chile,2021-01-09,Pfizer/BioNTech,10711
Chile,2021-01-10,Pfizer/BioNTech,10712
Chile,2021-01-11,Pfizer/BioNTech,10712
Chile,2021-01-12,Pfizer/BioNTech,10712
Chile,2021-01-13,Pfizer/BioNTech,11745
Chile,2021-01-14,Pfizer/BioNTech,18662
Chile,2021-01-15,Pfizer/BioNTech,22094
Chile,2021-01-16,Pfizer/BioNTech,22184
Chile,2021-01-17,Pfizer/BioNTech,22184
Chile,2021-01-18,Pfizer/BioNTech,33235
Chile,2021-01-19,Pfizer/BioNTech,52603
Chile,2021-01-20,Pfizer/BioNTech,61913
Chile,2021-01-21,Pfizer/BioNTech,64970
Chile,2021-01-22,Pfizer/BioNTech,65385
Chile,2021-01-23,Pfizer/BioNTech,65385
Chile,2021-01-24,Pfizer/BioNTech,65385
Chile,2021-01-25,Pfizer/BioNTech,66805
Chile,2021-01-26,Pfizer/BioNTech,67419
Chile,2021-01-27,Pfizer/BioNTech,67454
Chile,2021-01-28,Pfizer/BioNTech,67454
Chile,2021-01-29,Pfizer/BioNTech,67459
Chile,2021-01-30,Pfizer/BioNTech,67460
Chile,2021-01-31,Pfizer/BioNTech,67461
Chile,2021-02-01,Pfizer/BioNTech,67461
Chile,2021-02-02,Pfizer/BioNTech,67467
Chile,2021-02-02,Sinovac,13187
Chile,2021-02-03,Pfizer/BioNTech,67467
Chile,2021-02-03,Sinovac,183576
Chile,2021-02-04,Pfizer/BioNTech,69595
Chile,2021-02-04,Sinovac,357606
Chile,2021-02-05,Pfizer/BioNTech,70284
Chile,2021-02-05,Sinovac,526429
Chile,2021-02-06,Pfizer/BioNTech,70290
Chile,2021-02-06,Sinovac,554282
Chile,2021-02-07,Pfizer/BioNTech,70292
Chile,2021-02-07,Sinovac,562921
Chile,2021-02-08,Pfizer/BioNTech,82093
Chile,2021-02-08,Sinovac,784419
Chile,2021-02-09,Pfizer/BioNTech,101576
Chile,2021-02-09,Sinovac,1026844
Chile,2021-02-10,Pfizer/BioNTech,110024
Chile,2021-02-10,Sinovac,1299194
Chile,2021-02-11,Pfizer/BioNTech,113097
Chile,2021-02-11,Sinovac,1550423
Chile,2021-02-12,Pfizer/BioNTech,113457
Chile,2021-02-12,Sinovac,1779560
Chile,2021-02-13,Pfizer/BioNTech,113490
Chile,2021-02-13,Sinovac,1809090
Chile,2021-02-14,Pfizer/BioNTech,113490
Chile,2021-02-14,Sinovac,1813558
Chile,2021-02-15,Pfizer/BioNTech,113491
Chile,2021-02-15,Sinovac,2079439
Chile,2021-02-16,Pfizer/BioNTech,113504
Chile,2021-02-16,Sinovac,2299523
Chile,2021-02-17,Pfizer/BioNTech,113504
Chile,2021-02-17,Sinovac,2487580
Chile,2021-02-18,Pfizer/BioNTech,113507
Chile,2021-02-18,Sinovac,2642862
Chile,2021-02-19,Pfizer/BioNTech,113508
Chile,2021-02-19,Sinovac,2785008
Chile,2021-02-20,Pfizer/BioNTech,113510
Chile,2021-02-20,Sinovac,2794647
Chile,2021-02-21,Pfizer/BioNTech,113510
Chile,2021-02-21,Sinovac,2795809
Chile,2021-02-22,Pfizer/BioNTech,125609
Chile,2021-02-22,Sinovac,2891853
Chile,2021-02-23,Pfizer/BioNTech,150456
Chile,2021-02-23,Sinovac,2961264
Chile,2021-02-24,Pfizer/BioNTech,178978
Chile,2021-02-24,Sinovac,3019025
Chile,2021-02-25,Pfizer/BioNTech,212697
Chile,2021-02-25,Sinovac,3071395
Chile,2021-02-26,Pfizer/BioNTech,242433
Chile,2021-02-26,Sinovac,3120063
Chile,2021-02-27,Pfizer/BioNTech,248759
Chile,2021-02-27,Sinovac,3123785
Chile,2021-02-28,Pfizer/BioNTech,248761
Chile,2021-02-28,Sinovac,3124138
Chile,2021-03-01,Pfizer/BioNTech,263663
Chile,2021-03-01,Sinovac,3246810
Chile,2021-03-02,Pfizer/BioNTech,294587
Chile,2021-03-02,Sinovac,3387271
Chile,2021-03-03,Pfizer/BioNTech,313158
Chile,2021-03-03,Sinovac,3680693
Chile,2021-03-04,Pfizer/BioNTech,322269
Chile,2021-03-04,Sinovac,3982220
Chile,2021-03-05,Pfizer/BioNTech,328028
Chile,2021-03-05,Sinovac,4274456
Chile,2021-03-06,Pfizer/BioNTech,328373
Chile,2021-03-06,Sinovac,4307904
Chile,2021-03-07,Pfizer/BioNTech,328481
Chile,2021-03-07,Sinovac,4315764
Chile,2021-03-08,Pfizer/BioNTech,341081
Chile,2021-03-08,Sinovac,4653927
Chile,2021-03-09,Pfizer/BioNTech,378666
Chile,2021-03-09,Sinovac,4992986
Chile,2021-03-10,Pfizer/BioNTech,420283
Chile,2021-03-10,Sinovac,5352831
Chile,2021-03-11,Pfizer/BioNTech,466027
Chile,2021-03-11,Sinovac,5724273
Chile,2021-03-12,Pfizer/BioNTech,483443
Chile,2021-03-12,Sinovac,6081356
Chile,2021-03-13,Pfizer/BioNTech,483996
Chile,2021-03-13,Sinovac,6131284
Chile,2021-03-14,Pfizer/BioNTech,483996
Chile,2021-03-14,Sinovac,6137872
Chile,2021-03-15,Pfizer/BioNTech,507931
Chile,2021-03-15,Sinovac,6544371
Chile,2021-03-16,Pfizer/BioNTech,561483
Chile,2021-03-16,Sinovac,6901187
Chile,2021-03-17,Pfizer/BioNTech,617037
Chile,2021-03-17,Sinovac,7213047
Chile,2021-03-18,Pfizer/BioNTech,666649
Chile,2021-03-18,Sinovac,7498506
Chile,2021-03-19,Pfizer/BioNTech,689829
Chile,2021-03-19,Sinovac,7770046
Chile,2021-03-20,Pfizer/BioNTech,691750
Chile,2021-03-20,Sinovac,7802332
Chile,2021-03-21,Pfizer/BioNTech,691760
Chile,2021-03-21,Sinovac,7806347
Chile,2021-03-22,Pfizer/BioNTech,727861
Chile,2021-03-22,Sinovac,8039073
Chile,2021-03-23,Pfizer/BioNTech,787806
Chile,2021-03-23,Sinovac,8220111
Chile,2021-03-24,Pfizer/BioNTech,840721
Chile,2021-03-24,Sinovac,8386346
Chile,2021-03-25,Pfizer/BioNTech,895327
Chile,2021-03-25,Sinovac,8544491
Chile,2021-03-26,Pfizer/BioNTech,933768
Chile,2021-03-26,Sinovac,8723819
Chile,2021-03-27,Pfizer/BioNTech,935803
Chile,2021-03-27,Sinovac,8737479
Chile,2021-03-28,Pfizer/BioNTech,935803
Chile,2021-03-28,Sinovac,8738872
Chile,2021-03-29,Pfizer/BioNTech,957856
Chile,2021-03-29,Sinovac,8983674
Chile,2021-03-30,Pfizer/BioNTech,1015367
Chile,2021-03-30,Sinovac,9204925
Chile,2021-03-31,Pfizer/BioNTech,1061554
Chile,2021-03-31,Sinovac,9439166
Chile,2021-04-01,Pfizer/BioNTech,1085345
Chile,2021-04-01,Sinovac,9718804
Chile,2021-04-02,Pfizer/BioNTech,1085571
Chile,2021-04-02,Sinovac,9725621
Chile,2021-04-03,Pfizer/BioNTech,1085764
Chile,2021-04-03,Sinovac,9728657
Chile,2021-04-04,Pfizer/BioNTech,1085768
Chile,2021-04-04,Sinovac,9729779
Chile,2021-04-05,Pfizer/BioNTech,1116930
Chile,2021-04-05,Sinovac,9983551
Chile,2021-04-06,Pfizer/BioNTech,1199747
Chile,2021-04-06,Sinovac,10140653
Chile,2021-04-07,Pfizer/BioNTech,1289053
Chile,2021-04-07,Sinovac,10284724
Chile,2021-04-08,Pfizer/BioNTech,1367343
Chile,2021-04-08,Sinovac,10446072
Chile,2021-04-09,Pfizer/BioNTech,1416613
Chile,2021-04-09,Sinovac,10615830
Chile,2021-04-10,Pfizer/BioNTech,1424447
Chile,2021-04-10,Sinovac,10634035
Chile,2021-04-11,Pfizer/BioNTech,1424953
Chile,2021-04-11,Sinovac,10635983
Chile,2021-04-12,Pfizer/BioNTech,1489764
Chile,2021-04-12,Sinovac,10808302
Chile,2021-04-13,Pfizer/BioNTech,1578022
Chile,2021-04-13,Sinovac,10955476
Chile,2021-04-14,Pfizer/BioNTech,1667580
Chile,2021-04-14,Sinovac,11095530
Chile,2021-04-15,Pfizer/BioNTech,1735630
Chile,2021-04-15,Sinovac,11234764
Chile,2021-04-16,Pfizer/BioNTech,1786399
Chile,2021-04-16,Sinovac,11378337
Chile,2021-04-17,Pfizer/BioNTech,1792329
Chile,2021-04-17,Sinovac,11394704
Chile,2021-04-18,Pfizer/BioNTech,1793009
Chile,2021-04-18,Sinovac,11396666
Chile,2021-04-19,Pfizer/BioNTech,1817080
Chile,2021-04-19,Sinovac,11567774
Chile,2021-04-20,Pfizer/BioNTech,1861582
Chile,2021-04-20,Sinovac,11712726
Chile,2021-04-21,Pfizer/BioNTech,1907670
Chile,2021-04-21,Sinovac,11844315
Chile,2021-04-22,Pfizer/BioNTech,1954806
Chile,2021-04-22,Sinovac,11997984
Chile,2021-04-23,Pfizer/BioNTech,1983801
Chile,2021-04-23,Sinovac,12152701
Chile,2021-04-24,Pfizer/BioNTech,1986199
Chile,2021-04-24,Sinovac,12167995
Chile,2021-04-25,Pfizer/BioNTech,1986200
Chile,2021-04-25,Sinovac,12169038
Chile,2021-04-26,Pfizer/BioNTech,2031585
Chile,2021-04-26,Sinovac,12320441
Chile,2021-04-27,Pfizer/BioNTech,2095482
Chile,2021-04-27,Sinovac,12428168
Chile,2021-04-28,Oxford/AstraZeneca,3607
Chile,2021-04-28,Pfizer/BioNTech,2150378
Chile,2021-04-28,Sinovac,12538877
Chile,2021-04-29,Oxford/AstraZeneca,10151
Chile,2021-04-29,Pfizer/BioNTech,2182953
Chile,2021-04-29,Sinovac,12655237
Chile,2021-04-30,Oxford/AstraZeneca,23878
Chile,2021-04-30,Pfizer/BioNTech,2214014
Chile,2021-04-30,Sinovac,12698354
Chile,2021-05-01,Oxford/AstraZeneca,24164
Chile,2021-05-01,Pfizer/BioNTech,2215190
Chile,2021-05-01,Sinovac,12699193
Chile,2021-05-02,Oxford/AstraZeneca,24346
Chile,2021-05-02,Pfizer/BioNTech,2215582
Chile,2021-05-02,Sinovac,12700084
Chile,2021-05-03,Oxford/AstraZeneca,44445
Chile,2021-05-03,Pfizer/BioNTech,2239502
Chile,2021-05-03,Sinovac,12808031
Chile,2021-05-04,Oxford/AstraZeneca,61218
Chile,2021-05-04,Pfizer/BioNTech,2285683
Chile,2021-05-04,Sinovac,12914844
Chile,2021-05-05,Oxford/AstraZeneca,71046
Chile,2021-05-05,Pfizer/BioNTech,2334295
Chile,2021-05-05,Sinovac,13031664
Chile,2021-05-06,Oxford/AstraZeneca,78262
Chile,2021-05-06,Pfizer/BioNTech,2375209
Chile,2021-05-06,Sinovac,13141881
Chile,2021-05-07,Oxford/AstraZeneca,82409
Chile,2021-05-07,Pfizer/BioNTech,2409237
Chile,2021-05-07,Sinovac,13251736
Chile,2021-05-08,Oxford/AstraZeneca,83079
Chile,2021-05-08,Pfizer/BioNTech,2414977
Chile,2021-05-08,Sinovac,13270924
Chile,2021-05-09,Oxford/AstraZeneca,83149
Chile,2021-05-09,Pfizer/BioNTech,2415043
Chile,2021-05-09,Sinovac,13272196
Chile,2021-05-10,Oxford/AstraZeneca,86104
Chile,2021-05-10,Pfizer/BioNTech,2454576
Chile,2021-05-10,Sinovac,13403502
Chile,2021-05-11,Oxford/AstraZeneca,88085
Chile,2021-05-11,Pfizer/BioNTech,2520780
Chile,2021-05-11,Sinovac,13528152
Chile,2021-05-12,Oxford/AstraZeneca,89753
Chile,2021-05-12,Pfizer/BioNTech,2580290
Chile,2021-05-12,Sinovac,13650393
Chile,2021-05-13,Oxford/AstraZeneca,90305
Chile,2021-05-13,Pfizer/BioNTech,2628245
Chile,2021-05-13,Sinovac,13759627
Chile,2021-05-14,Oxford/AstraZeneca,90548
Chile,2021-05-14,Pfizer/BioNTech,2673201
Chile,2021-05-14,Sinovac,13873960
Chile,2021-05-15,Oxford/AstraZeneca,90588
Chile,2021-05-15,Pfizer/BioNTech,2673495
Chile,2021-05-15,Sinovac,13875085
Chile,2021-05-16,Oxford/AstraZeneca,90588
Chile,2021-05-16,Pfizer/BioNTech,2673580
Chile,2021-05-16,Sinovac,13875441
Chile,2021-05-17,Oxford/AstraZeneca,90883
Chile,2021-05-17,Pfizer/BioNTech,2726992
Chile,2021-05-17,Sinovac,13993476
Chile,2021-05-18,Oxford/AstraZeneca,92313
Chile,2021-05-18,Pfizer/BioNTech,2805699
Chile,2021-05-18,Sinovac,14097209
Chile,2021-05-19,Oxford/AstraZeneca,98832
Chile,2021-05-19,Pfizer/BioNTech,2885281
Chile,2021-05-19,Sinovac,14178174
Chile,2021-05-20,Oxford/AstraZeneca,105550
Chile,2021-05-20,Pfizer/BioNTech,2956290
Chile,2021-05-20,Sinovac,14292359
Chile,2021-05-21,Oxford/AstraZeneca,105621
Chile,2021-05-21,Pfizer/BioNTech,2963343
Chile,2021-05-21,Sinovac,14294906
Chile,2021-05-22,Oxford/AstraZeneca,106114
Chile,2021-05-22,Pfizer/BioNTech,2975958
Chile,2021-05-22,Sinovac,14314928
Chile,2021-05-23,Oxford/AstraZeneca,106134
Chile,2021-05-23,Pfizer/BioNTech,2977088
Chile,2021-05-23,Sinovac,14318064
Chile,2021-05-24,Oxford/AstraZeneca,118544
Chile,2021-05-24,Pfizer/BioNTech,3051380
Chile,2021-05-24,Sinovac,14468417
Chile,2021-05-25,Oxford/AstraZeneca,136121
Chile,2021-05-25,Pfizer/BioNTech,3162889
Chile,2021-05-25,Sinovac,14586171
Chile,2021-05-26,Oxford/AstraZeneca,161510
Chile,2021-05-26,Pfizer/BioNTech,3237109
Chile,2021-05-26,Sinovac,14715661
Chile,2021-05-27,Oxford/AstraZeneca,195445
Chile,2021-05-27,Pfizer/BioNTech,3293866
Chile,2021-05-27,Sinovac,14828241
Chile,2021-05-28,Oxford/AstraZeneca,227549
Chile,2021-05-28,Pfizer/BioNTech,3341935
Chile,2021-05-28,Sinovac,14934455
Chile,2021-05-29,Oxford/AstraZeneca,235991
Chile,2021-05-29,Pfizer/BioNTech,3354199
Chile,2021-05-29,Sinovac,14961140
Chile,2021-05-30,Oxford/AstraZeneca,237385
Chile,2021-05-30,Pfizer/BioNTech,3355760
Chile,2021-05-30,Sinovac,14968280
Chile,2021-05-31,CanSino,74
Chile,2021-05-31,Oxford/AstraZeneca,281183
Chile,2021-05-31,Pfizer/BioNTech,3423920
Chile,2021-05-31,Sinovac,15072016
Chile,2021-06-01,CanSino,10462
Chile,2021-06-01,Oxford/AstraZeneca,326596
Chile,2021-06-01,Pfizer/BioNTech,3527303
Chile,2021-06-01,Sinovac,15134332
Chile,2021-06-02,CanSino,33789
Chile,2021-06-02,Oxford/AstraZeneca,359081
Chile,2021-06-02,Pfizer/BioNTech,3607410
Chile,2021-06-02,Sinovac,15202696
Chile,2021-06-03,CanSino,73416
Chile,2021-06-03,Oxford/AstraZeneca,361427
Chile,2021-06-03,Pfizer/BioNTech,3654990
Chile,2021-06-03,Sinovac,15277015
Chile,2021-06-04,CanSino,107794
Chile,2021-06-04,Oxford/AstraZeneca,362982
Chile,2021-06-04,Pfizer/BioNTech,3679524
Chile,2021-06-04,Sinovac,15361814
Chile,2021-06-05,CanSino,117707
Chile,2021-06-05,Oxford/AstraZeneca,363292
Chile,2021-06-05,Pfizer/BioNTech,3684640
Chile,2021-06-05,Sinovac,15384212
Chile,2021-06-06,CanSino,119498
Chile,2021-06-06,Oxford/AstraZeneca,363322
Chile,2021-06-06,Pfizer/BioNTech,3685232
Chile,2021-06-06,Sinovac,15386803
Chile,2021-06-07,CanSino,146972
Chile,2021-06-07,Oxford/AstraZeneca,365278
Chile,2021-06-07,Pfizer/BioNTech,3696974
Chile,2021-06-07,Sinovac,15527133
Chile,2021-06-08,CanSino,167059
Chile,2021-06-08,Oxford/AstraZeneca,366963
Chile,2021-06-08,Pfizer/BioNTech,3710620
Chile,2021-06-08,Sinovac,15676558
Chile,2021-06-09,CanSino,183791
Chile,2021-06-09,Oxford/AstraZeneca,368934
Chile,2021-06-09,Pfizer/BioNTech,3722908
Chile,2021-06-09,Sinovac,15839315
Chile,2021-06-10,CanSino,196953
Chile,2021-06-10,Oxford/AstraZeneca,370222
Chile,2021-06-10,Pfizer/BioNTech,3736882
Chile,2021-06-10,Sinovac,16014079
Chile,2021-06-11,CanSino,200999
Chile,2021-06-11,Oxford/AstraZeneca,371458
Chile,2021-06-11,Pfizer/BioNTech,3753786
Chile,2021-06-11,Sinovac,16170955
Chile,2021-06-12,CanSino,201392
Chile,2021-06-12,Oxford/AstraZeneca,371786
Chile,2021-06-12,Pfizer/BioNTech,3756601
Chile,2021-06-12,Sinovac,16199938
Chile,2021-06-13,CanSino,201441
Chile,2021-06-13,Oxford/AstraZeneca,371801
Chile,2021-06-13,Pfizer/BioNTech,3757146
Chile,2021-06-13,Sinovac,16201400
Chile,2021-06-14,CanSino,205619
Chile,2021-06-14,Oxford/AstraZeneca,372974
Chile,2021-06-14,Pfizer/BioNTech,3789212
Chile,2021-06-14,Sinovac,16385748
Chile,2021-06-15,CanSino,209299
Chile,2021-06-15,Oxford/AstraZeneca,373793
Chile,2021-06-15,Pfizer/BioNTech,3842460
Chile,2021-06-15,Sinovac,16538851
Chile,2021-06-16,CanSino,213253
Chile,2021-06-16,Oxford/AstraZeneca,374660
Chile,2021-06-16,Pfizer/BioNTech,3914159
Chile,2021-06-16,Sinovac,16689330
Chile,2021-06-17,CanSino,216294
Chile,2021-06-17,Oxford/AstraZeneca,375441
Chile,2021-06-17,Pfizer/BioNTech,3980929
Chile,2021-06-17,Sinovac,16802815
Chile,2021-06-18,CanSino,218671
Chile,2021-06-18,Oxford/AstraZeneca,376288
Chile,2021-06-18,Pfizer/BioNTech,4018543
Chile,2021-06-18,Sinovac,16869292
Chile,2021-06-19,CanSino,218949
Chile,2021-06-19,Oxford/AstraZeneca,376432
Chile,2021-06-19,Pfizer/BioNTech,4030054
Chile,2021-06-19,Sinovac,16894105
Chile,2021-06-20,CanSino,218961
Chile,2021-06-20,Oxford/AstraZeneca,376442
Chile,2021-06-20,Pfizer/BioNTech,4031285
Chile,2021-06-20,Sinovac,16896810
Chile,2021-06-21,CanSino,219039
Chile,2021-06-21,Oxford/AstraZeneca,376565
Chile,2021-06-21,Pfizer/BioNTech,4040997
Chile,2021-06-21,Sinovac,16906647
Chile,2021-06-22,CanSino,222802
Chile,2021-06-22,Oxford/AstraZeneca,378396
Chile,2021-06-22,Pfizer/BioNTech,4204189
Chile,2021-06-22,Sinovac,17046847
Chile,2021-06-23,CanSino,235228
Chile,2021-06-23,Oxford/AstraZeneca,380666
Chile,2021-06-23,Pfizer/BioNTech,4319663
Chile,2021-06-23,Sinovac,17168422
Chile,2021-06-24,CanSino,298815
Chile,2021-06-24,Oxford/AstraZeneca,384125
Chile,2021-06-24,Pfizer/BioNTech,4405864
Chile,2021-06-24,Sinovac,17268500
Chile,2021-06-25,CanSino,348944
Chile,2021-06-25,Oxford/AstraZeneca,388187
Chile,2021-06-25,Pfizer/BioNTech,4478680
Chile,2021-06-25,Sinovac,17352838
Chile,2021-06-26,CanSino,359024
Chile,2021-06-26,Oxford/AstraZeneca,389431
Chile,2021-06-26,Pfizer/BioNTech,4499694
Chile,2021-06-26,Sinovac,17373442
Chile,2021-06-27,CanSino,360279
Chile,2021-06-27,Oxford/AstraZeneca,389522
Chile,2021-06-27,Pfizer/BioNTech,4501943
Chile,2021-06-27,Sinovac,17375521
Chile,2021-06-28,CanSino,361505
Chile,2021-06-28,Oxford/AstraZeneca,389688
Chile,2021-06-28,Pfizer/BioNTech,4504640
Chile,2021-06-28,Sinovac,17377044
Chile,2021-06-29,CanSino,393418
Chile,2021-06-29,Oxford/AstraZeneca,395505
Chile,2021-06-29,Pfizer/BioNTech,4638388
Chile,2021-06-29,Sinovac,17455135
Chile,2021-06-30,CanSino,416331
Chile,2021-06-30,Oxford/AstraZeneca,399774
Chile,2021-06-30,Pfizer/BioNTech,4770613
Chile,2021-06-30,Sinovac,17500821
Chile,2021-07-01,CanSino,430352
Chile,2021-07-01,Oxford/AstraZeneca,402825
Chile,2021-07-01,Pfizer/BioNTech,4905834
Chile,2021-07-01,Sinovac,17531386
Chile,2021-07-02,CanSino,441827
Chile,2021-07-02,Oxford/AstraZeneca,405413
Chile,2021-07-02,Pfizer/BioNTech,5003731
Chile,2021-07-02,Sinovac,17561263
Chile,2021-07-03,CanSino,445257
Chile,2021-07-03,Oxford/AstraZeneca,406005
Chile,2021-07-03,Pfizer/BioNTech,5027050
Chile,2021-07-03,Sinovac,17571915
Chile,2021-07-04,CanSino,445658
Chile,2021-07-04,Oxford/AstraZeneca,406073
Chile,2021-07-04,Pfizer/BioNTech,5030049
Chile,2021-07-04,Sinovac,17572962
Chile,2021-07-05,CanSino,456071
Chile,2021-07-05,Oxford/AstraZeneca,409930
Chile,2021-07-05,Pfizer/BioNTech,5123756
Chile,2021-07-05,Sinovac,17620145
Chile,2021-07-06,CanSino,463665
Chile,2021-07-06,Oxford/AstraZeneca,413539
Chile,2021-07-06,Pfizer/BioNTech,5193234
Chile,2021-07-06,Sinovac,17669829
Chile,2021-07-07,CanSino,468465
Chile,2021-07-07,Oxford/AstraZeneca,416605
Chile,2021-07-07,Pfizer/BioNTech,5287004
Chile,2021-07-07,Sinovac,17730402
Chile,2021-07-08,CanSino,472333
Chile,2021-07-08,Oxford/AstraZeneca,418836
Chile,2021-07-08,Pfizer/BioNTech,5363357
Chile,2021-07-08,Sinovac,17804661
Chile,2021-07-09,CanSino,476251
Chile,2021-07-09,Oxford/AstraZeneca,421176
Chile,2021-07-09,Pfizer/BioNTech,5432167
Chile,2021-07-09,Sinovac,17869130
Chile,2021-07-10,CanSino,477826
Chile,2021-07-10,Oxford/AstraZeneca,422197
Chile,2021-07-10,Pfizer/BioNTech,5457234
Chile,2021-07-10,Sinovac,17884913
Chile,2021-07-11,CanSino,477998
Chile,2021-07-11,Oxford/AstraZeneca,422277
Chile,2021-07-11,Pfizer/BioNTech,5460493
Chile,2021-07-11,Sinovac,17886520
Chile,2021-07-12,CanSino,482089
Chile,2021-07-12,Oxford/AstraZeneca,424943
Chile,2021-07-12,Pfizer/BioNTech,5547342
Chile,2021-07-12,Sinovac,17972737
Chile,2021-07-13,CanSino,484924
Chile,2021-07-13,Oxford/AstraZeneca,426794
Chile,2021-07-13,Pfizer/BioNTech,5650710
Chile,2021-07-13,Sinovac,18048770
Chile,2021-07-14,CanSino,487648
Chile,2021-07-14,Oxford/AstraZeneca,428347
Chile,2021-07-14,Pfizer/BioNTech,5725553
Chile,2021-07-14,Sinovac,18132603
Chile,2021-07-15,CanSino,492958
Chile,2021-07-15,Oxford/AstraZeneca,431569
Chile,2021-07-15,Pfizer/BioNTech,5792557
Chile,2021-07-15,Sinovac,18224515
Chile,2021-07-16,CanSino,493055
Chile,2021-07-16,Oxford/AstraZeneca,431679
Chile,2021-07-16,Pfizer/BioNTech,5795012
Chile,2021-07-16,Sinovac,18226682
Chile,2021-07-17,CanSino,493524
Chile,2021-07-17,Oxford/AstraZeneca,432002
Chile,2021-07-17,Pfizer/BioNTech,5804246
Chile,2021-07-17,Sinovac,18240557
Chile,2021-07-18,CanSino,493626
Chile,2021-07-18,Oxford/AstraZeneca,432002
Chile,2021-07-18,Pfizer/BioNTech,5805118
Chile,2021-07-18,Sinovac,18241818
Chile,2021-07-19,CanSino,496262
Chile,2021-07-19,Oxford/AstraZeneca,433901
Chile,2021-07-19,Pfizer/BioNTech,5864101
Chile,2021-07-19,Sinovac,18301715
Chile,2021-07-20,CanSino,497998
Chile,2021-07-20,Oxford/AstraZeneca,435868
Chile,2021-07-20,Pfizer/BioNTech,5943908
Chile,2021-07-20,Sinovac,18352683
Chile,2021-07-21,CanSino,499400
Chile,2021-07-21,Oxford/AstraZeneca,438319
Chile,2021-07-21,Pfizer/BioNTech,6004009
Chile,2021-07-21,Sinovac,18393607
Chile,2021-07-22,CanSino,500994
Chile,2021-07-22,Oxford/AstraZeneca,440860
Chile,2021-07-22,Pfizer/BioNTech,6049206
Chile,2021-07-22,Sinovac,18422713
Chile,2021-07-23,CanSino,502224
Chile,2021-07-23,Oxford/AstraZeneca,444854
Chile,2021-07-23,Pfizer/BioNTech,6138249
Chile,2021-07-23,Sinovac,18444580
Chile,2021-07-24,CanSino,503651
Chile,2021-07-24,Oxford/AstraZeneca,446125
Chile,2021-07-24,Pfizer/BioNTech,6153307
Chile,2021-07-24,Sinovac,18461452
Chile,2021-07-25,CanSino,503693
Chile,2021-07-25,Oxford/AstraZeneca,446158
Chile,2021-07-25,Pfizer/BioNTech,6154547
Chile,2021-07-25,Sinovac,18463101
Chile,2021-07-26,CanSino,504643
Chile,2021-07-26,Oxford/AstraZeneca,449456
Chile,2021-07-26,Pfizer/BioNTech,6193310
Chile,2021-07-26,Sinovac,18476907
Chile,2021-07-27,CanSino,505422
Chile,2021-07-27,Oxford/AstraZeneca,452417
Chile,2021-07-27,Pfizer/BioNTech,6230566
Chile,2021-07-27,Sinovac,18487017
Chile,2021-07-28,CanSino,505955
Chile,2021-07-28,Oxford/AstraZeneca,454379
Chile,2021-07-28,Pfizer/BioNTech,6256413
Chile,2021-07-28,Sinovac,18494124
Chile,2021-07-29,CanSino,506434
Chile,2021-07-29,Oxford/AstraZeneca,456025
Chile,2021-07-29,Pfizer/BioNTech,6338750
Chile,2021-07-29,Sinovac,18500017
Chile,2021-07-30,CanSino,506710
Chile,2021-07-30,Oxford/AstraZeneca,457659
Chile,2021-07-30,Pfizer/BioNTech,6409336
Chile,2021-07-30,Sinovac,18504339
Chile,2021-07-31,CanSino,506722
Chile,2021-07-31,Oxford/AstraZeneca,458008
Chile,2021-07-31,Pfizer/BioNTech,6418749
Chile,2021-07-31,Sinovac,18505780
Chile,2021-08-01,CanSino,506723
Chile,2021-08-01,Oxford/AstraZeneca,458009
Chile,2021-08-01,Pfizer/BioNTech,6419151
Chile,2021-08-01,Sinovac,18505846
Chile,2021-08-02,CanSino,507723
Chile,2021-08-02,Oxford/AstraZeneca,459840
Chile,2021-08-02,Pfizer/BioNTech,6425104
Chile,2021-08-02,Sinovac,18621313
Chile,2021-08-03,CanSino,508577
Chile,2021-08-03,Oxford/AstraZeneca,461992
Chile,2021-08-03,Pfizer/BioNTech,6431265
Chile,2021-08-03,Sinovac,18751219
Chile,2021-08-04,CanSino,508801
Chile,2021-08-04,Oxford/AstraZeneca,463816
Chile,2021-08-04,Pfizer/BioNTech,6489539
Chile,2021-08-04,Sinovac,18755652
Chile,2021-08-05,CanSino,508983
Chile,2021-08-05,Oxford/AstraZeneca,465211
Chile,2021-08-05,Pfizer/BioNTech,6531426
Chile,2021-08-05,Sinovac,18758524
Chile,2021-08-06,CanSino,509163
Chile,2021-08-06,Oxford/AstraZeneca,466473
Chile,2021-08-06,Pfizer/BioNTech,6562294
Chile,2021-08-06,Sinovac,18760941
Chile,2021-08-07,CanSino,509179
Chile,2021-08-07,Oxford/AstraZeneca,466491
Chile,2021-08-07,Pfizer/BioNTech,6563192
Chile,2021-08-07,Sinovac,18761179
Chile,2021-08-08,CanSino,509179
Chile,2021-08-08,Oxford/AstraZeneca,466491
Chile,2021-08-08,Pfizer/BioNTech,6563205
Chile,2021-08-08,Sinovac,18761244
